성별,생일,결혼 유무,종교 유무,직업 코드,소득,지역구,나이,직업,연령대,점수,신용
남성,1945,결혼,없슴,611,241.619016,광주/전남/전북/제주도,76,작물재배 종사자,노년,6.7,59
여성,1954,결혼,없슴,611,241.619016,광주/전남/전북/제주도,67,작물재배 종사자,노년,6.8,59
남성,1941,결혼,없슴,611,241.619016,광주/전남/전북/제주도,80,작물재배 종사자,노년,6,59
남성,1947,결혼,없슴,611,241.619016,광주/전남/전북/제주도,74,작물재배 종사자,노년,7.8,59
여성,1958,결혼,없슴,611,241.619016,광주/전남/전북/제주도,63,작물재배 종사자,노년,5.3,59
여성,1946,결혼,없슴,611,241.619016,광주/전남/전북/제주도,75,작물재배 종사자,노년,4.5,60
여성,1939,무응답,없슴,611,241.619016,광주/전남/전북/제주도,82,작물재배 종사자,노년,5.4,71
남성,1939,결혼,없슴,611,241.619016,광주/전남/전북/제주도,82,작물재배 종사자,노년,7.8,71
남성,1938,결혼,없슴,611,241.619016,광주/전남/전북/제주도,83,작물재배 종사자,노년,7.2,62
여성,1941,결혼,없슴,611,241.619016,광주/전남/전북/제주도,80,작물재배 종사자,노년,6.6,109
남성,1937,결혼,없슴,611,241.619016,광주/전남/전북/제주도,84,작물재배 종사자,노년,7.6,69
여성,1940,결혼,없슴,611,241.619016,광주/전남/전북/제주도,81,작물재배 종사자,노년,5.9,63
남성,1936,결혼,없슴,611,241.619016,광주/전남/전북/제주도,85,작물재배 종사자,노년,6.7,61
여성,1941,결혼,없슴,611,241.619016,광주/전남/전북/제주도,80,작물재배 종사자,노년,7.7,78
여성,1944,무응답,없슴,611,241.619016,광주/전남/전북/제주도,77,작물재배 종사자,노년,5.8,82
여성,1941,무응답,없슴,611,241.619016,광주/전남/전북/제주도,80,작물재배 종사자,노년,5.4,105
여성,1941,무응답,없슴,611,241.619016,광주/전남/전북/제주도,80,작물재배 종사자,노년,6.9,78
여성,1956,결혼,없슴,611,241.619016,대구/경북,65,작물재배 종사자,노년,7.7,67
여성,1945,무응답,있슴,611,241.619016,대구/경북,76,작물재배 종사자,노년,6.8,83
여성,1955,무응답,없슴,611,241.619016,대구/경북,66,작물재배 종사자,노년,6.4,71
여성,1957,무응답,있슴,611,241.619016,대구/경북,64,작물재배 종사자,노년,5.7,63
남성,1948,결혼,있슴,611,241.619016,대구/경북,73,작물재배 종사자,노년,7.3,63
여성,1949,결혼,있슴,611,241.619016,대구/경북,72,작물재배 종사자,노년,6.8,55
남성,1939,결혼,있슴,611,241.619016,대구/경북,82,작물재배 종사자,노년,6.3,106
여성,1951,결혼,있슴,611,241.619016,대구/경북,70,작물재배 종사자,노년,5.9,70
남성,1936,결혼,있슴,611,241.619016,대구/경북,85,작물재배 종사자,노년,7.4,72
여성,1941,결혼,있슴,611,241.619016,대구/경북,80,작물재배 종사자,노년,8.3,62
남성,1941,결혼,있슴,611,241.619016,대구/경북,80,작물재배 종사자,노년,6.2,62
여성,1950,결혼,있슴,611,241.619016,대구/경북,71,작물재배 종사자,노년,6.3,88
남성,1937,결혼,있슴,611,241.619016,대구/경북,84,작물재배 종사자,노년,5.8,66
여성,1952,결혼,있슴,611,241.619016,대구/경북,69,작물재배 종사자,노년,7.5,54
남성,1936,결혼,있슴,611,241.619016,대구/경북,85,작물재배 종사자,노년,6.3,61
여성,1937,결혼,있슴,611,241.619016,대구/경북,84,작물재배 종사자,노년,6.4,63
여성,1958,무응답,있슴,611,241.619016,대구/경북,63,작물재배 종사자,노년,7.2,63
여성,1940,무응답,없슴,611,241.619016,대구/경북,81,작물재배 종사자,노년,6.3,63
여성,1944,무응답,있슴,611,241.619016,대구/경북,77,작물재배 종사자,노년,6.9,99
남성,1965,결혼,없슴,611,241.619016,대구/경북,56,작물재배 종사자,중년,6.6,63
여성,1949,무응답,없슴,611,241.619016,대구/경북,72,작물재배 종사자,노년,6,86
남성,1979,무응답,없슴,611,241.619016,대구/경북,42,작물재배 종사자,중년,7.5,59
남성,1960,결혼,없슴,611,241.619016,대구/경북,61,작물재배 종사자,노년,7.7,63
여성,1960,결혼,없슴,611,241.619016,대구/경북,61,작물재배 종사자,노년,6.2,63
여성,1956,결혼,없슴,611,241.619016,대구/경북,65,작물재배 종사자,노년,5.4,89
남성,1955,결혼,없슴,611,241.619016,대구/경북,66,작물재배 종사자,노년,6.6,74
여성,1959,결혼,있슴,611,241.619016,대구/경북,62,작물재배 종사자,노년,5.3,66
남성,1939,결혼,있슴,611,241.619016,대구/경북,82,작물재배 종사자,노년,5.6,92
여성,1944,결혼,있슴,611,241.619016,대구/경북,77,작물재배 종사자,노년,5.9,98
남성,1938,결혼,있슴,611,241.619016,대구/경북,83,작물재배 종사자,노년,7.8,94
여성,1942,결혼,있슴,611,241.619016,대구/경북,79,작물재배 종사자,노년,6.7,97
여성,1939,무응답,있슴,611,241.619016,대구/경북,82,작물재배 종사자,노년,7.4,89
남성,1938,결혼,있슴,611,241.619016,대구/경북,83,작물재배 종사자,노년,6.2,75
여성,1946,결혼,있슴,611,241.619016,대구/경북,75,작물재배 종사자,노년,5.4,87
남성,1973,이혼,있슴,611,241.619016,대구/경북,48,작물재배 종사자,중년,6.7,83
남성,1952,결혼,있슴,611,241.619016,대구/경북,69,작물재배 종사자,노년,5.3,86
여성,1955,결혼,있슴,611,241.619016,대구/경북,66,작물재배 종사자,노년,5.9,102
여성,1937,무응답,있슴,611,241.619016,대구/경북,84,작물재배 종사자,노년,7,112
남성,1962,결혼,없슴,611,241.619016,대구/경북,59,작물재배 종사자,중년,4.8,60
여성,1967,결혼,없슴,611,241.619016,대구/경북,54,작물재배 종사자,중년,7.3,94
여성,1969,결혼,없슴,611,241.619016,대구/경북,52,작물재배 종사자,중년,3.8,79
남성,1968,결혼,없슴,611,241.619016,대구/경북,53,작물재배 종사자,중년,8.5,74
여성,1940,무응답,있슴,611,241.619016,대구/경북,81,작물재배 종사자,노년,6.8,62
여성,1936,무응답,있슴,611,241.619016,대구/경북,85,작물재배 종사자,노년,5.3,80
남성,1941,결혼,있슴,611,241.619016,대구/경북,80,작물재배 종사자,노년,7.3,96
여성,1943,결혼,있슴,611,241.619016,대구/경북,78,작물재배 종사자,노년,6.6,89
남성,1932,무응답,없슴,611,241.619016,대구/경북,89,작물재배 종사자,노년,6.2,94
남성,1937,결혼,없슴,611,241.619016,대구/경북,84,작물재배 종사자,노년,5.2,63
여성,1938,결혼,없슴,611,241.619016,대구/경북,83,작물재배 종사자,노년,6.2,70
남성,1931,결혼,있슴,611,241.619016,대구/경북,90,작물재배 종사자,노년,6.2,69
여성,1936,결혼,있슴,611,241.619016,대구/경북,85,작물재배 종사자,노년,6.6,75
여성,1949,결혼,있슴,611,241.619016,대구/경북,72,작물재배 종사자,노년,6.4,105
여성,1938,무응답,있슴,611,241.619016,대구/경북,83,작물재배 종사자,노년,6.2,63
남성,1953,이혼,있슴,611,241.619016,대구/경북,68,작물재배 종사자,노년,5.1,86
남성,1951,결혼,없슴,611,241.619016,대구/경북,70,작물재배 종사자,노년,6.6,83
여성,1937,무응답,없슴,611,241.619016,대구/경북,84,작물재배 종사자,노년,6.1,48
남성,1957,결혼,없슴,611,241.619016,대구/경북,64,작물재배 종사자,노년,6.1,63
남성,1943,결혼,없슴,611,241.619016,대구/경북,78,작물재배 종사자,노년,6.6,85
여성,1943,결혼,있슴,611,241.619016,대구/경북,78,작물재배 종사자,노년,5.9,78
남성,1956,결혼,있슴,611,241.619016,대구/경북,65,작물재배 종사자,노년,6.3,116
여성,1959,결혼,있슴,611,241.619016,대구/경북,62,작물재배 종사자,노년,7.1,82
남성,1957,결혼,있슴,611,241.619016,대구/경북,64,작물재배 종사자,노년,5,62
여성,1960,결혼,있슴,611,241.619016,대구/경북,61,작물재배 종사자,노년,5.6,62
남성,1947,결혼,있슴,611,241.619016,대구/경북,74,작물재배 종사자,노년,7.4,128
여성,1949,결혼,있슴,611,241.619016,대구/경북,72,작물재배 종사자,노년,4.5,85
여성,1943,무응답,있슴,611,241.619016,대구/경북,78,작물재배 종사자,노년,6.2,73
여성,1940,결혼,있슴,611,241.619016,대구/경북,81,작물재배 종사자,노년,5,119
남성,1961,결혼,없슴,611,241.619016,대구/경북,60,작물재배 종사자,노년,6.5,63
여성,1962,결혼,없슴,611,241.619016,대구/경북,59,작물재배 종사자,중년,5.1,97
남성,1953,결혼,없슴,611,241.619016,대구/경북,68,작물재배 종사자,노년,6.5,74
여성,1955,결혼,없슴,611,241.619016,대구/경북,66,작물재배 종사자,노년,6.2,95
여성,1953,무응답,없슴,611,241.619016,대구/경북,68,작물재배 종사자,노년,6.3,93
남성,1932,결혼,없슴,611,241.619016,대구/경북,89,작물재배 종사자,노년,3.8,85
여성,1933,결혼,없슴,611,241.619016,대구/경북,88,작물재배 종사자,노년,5.2,116
남성,1939,결혼,없슴,611,241.619016,대구/경북,82,작물재배 종사자,노년,6,89
여성,1950,결혼,없슴,611,241.619016,대구/경북,71,작물재배 종사자,노년,6.2,125
남성,1953,결혼,있슴,611,241.619016,대구/경북,68,작물재배 종사자,노년,5.7,109
여성,1955,결혼,있슴,611,241.619016,대구/경북,66,작물재배 종사자,노년,6.7,110
남성,1958,결혼,있슴,611,241.619016,대구/경북,63,작물재배 종사자,노년,6.8,92
여성,1961,결혼,있슴,611,241.619016,대구/경북,60,작물재배 종사자,노년,6,107
남성,1956,이혼,있슴,611,241.619016,대구/경북,65,작물재배 종사자,노년,7.3,101
남성,1936,결혼,있슴,611,241.619016,대구/경북,85,작물재배 종사자,노년,5.5,99
남성,1947,결혼,있슴,611,241.619016,대구/경북,74,작물재배 종사자,노년,6.7,93
여성,1950,결혼,있슴,611,241.619016,대구/경북,71,작물재배 종사자,노년,4.8,96
남성,1937,결혼,없슴,611,241.619016,대구/경북,84,작물재배 종사자,노년,5.7,84
여성,1943,무응답,있슴,611,241.619016,대구/경북,78,작물재배 종사자,노년,5.1,132
여성,1939,무응답,있슴,611,241.619016,대구/경북,82,작물재배 종사자,노년,6,91
여성,1937,무응답,있슴,611,241.619016,대구/경북,84,작물재배 종사자,노년,4.2,99
남성,1931,결혼,없슴,611,241.619016,대구/경북,90,작물재배 종사자,노년,7.4,78
남성,1929,결혼,있슴,611,241.619016,대구/경북,92,작물재배 종사자,노년,4.6,105
여성,1932,결혼,있슴,611,241.619016,대구/경북,89,작물재배 종사자,노년,6.9,90
여성,1931,무응답,있슴,611,241.619016,대구/경북,90,작물재배 종사자,노년,8.6,65
남성,1947,결혼,없슴,611,241.619016,대구/경북,74,작물재배 종사자,노년,6.9,61
남성,1946,결혼,있슴,611,241.619016,대구/경북,75,작물재배 종사자,노년,8,101
여성,1945,결혼,있슴,611,241.619016,대구/경북,76,작물재배 종사자,노년,6.4,79
여성,1959,무응답,있슴,611,241.619016,대구/경북,62,작물재배 종사자,노년,6.3,123
남성,1983,무응답,없슴,611,241.619016,대구/경북,38,작물재배 종사자,중년,8.4,92
남성,1946,결혼,있슴,611,241.619016,대구/경북,75,작물재배 종사자,노년,7.1,88
여성,1950,결혼,있슴,611,241.619016,대구/경북,71,작물재배 종사자,노년,6.8,91
남성,1953,결혼,있슴,611,241.619016,대구/경북,68,작물재배 종사자,노년,7.5,88
여성,1959,결혼,있슴,611,241.619016,대구/경북,62,작물재배 종사자,노년,5.7,80
남성,1939,결혼,있슴,611,241.619016,대구/경북,82,작물재배 종사자,노년,7.2,65
여성,1945,결혼,있슴,611,241.619016,대구/경북,76,작물재배 종사자,노년,6.8,83
남성,1940,이혼,없슴,611,241.619016,대구/경북,81,작물재배 종사자,노년,5.4,88
여성,1942,무응답,있슴,611,241.619016,대구/경북,79,작물재배 종사자,노년,7.2,114
남성,1928,무응답,있슴,611,241.619016,대구/경북,93,작물재배 종사자,노년,7.3,97
여성,1957,결혼,있슴,611,241.619016,대구/경북,64,작물재배 종사자,노년,5.2,57
여성,1937,무응답,있슴,611,241.619016,대구/경북,84,작물재배 종사자,노년,5.5,100
여성,1947,무응답,있슴,611,241.619016,대구/경북,74,작물재배 종사자,노년,7.7,104
남성,1941,결혼,없슴,611,241.619016,대구/경북,80,작물재배 종사자,노년,7.1,77
여성,1946,결혼,없슴,611,241.619016,대구/경북,75,작물재배 종사자,노년,5.3,107
여성,1946,무응답,있슴,611,241.619016,대구/경북,75,작물재배 종사자,노년,5.6,55
남성,1946,결혼,있슴,611,241.619016,대구/경북,75,작물재배 종사자,노년,5.7,93
여성,1949,결혼,있슴,611,241.619016,대구/경북,72,작물재배 종사자,노년,7.1,80
여성,1961,결혼,있슴,611,241.619016,대구/경북,60,작물재배 종사자,노년,7.5,111
남성,1931,결혼,있슴,611,241.619016,대구/경북,90,작물재배 종사자,노년,7.6,95
여성,1940,결혼,있슴,611,241.619016,대구/경북,81,작물재배 종사자,노년,5.5,74
여성,1937,무응답,있슴,611,241.619016,대구/경북,84,작물재배 종사자,노년,5.1,113
남성,1936,무응답,없슴,611,241.619016,대구/경북,85,작물재배 종사자,노년,6.3,77
남성,1966,이혼,있슴,611,241.619016,대구/경북,55,작물재배 종사자,중년,4.9,122
남성,1940,무응답,있슴,611,241.619016,대구/경북,81,작물재배 종사자,노년,6.5,90
여성,1933,무응답,있슴,611,241.619016,대구/경북,88,작물재배 종사자,노년,5.6,59
남성,1939,결혼,없슴,611,241.619016,대구/경북,82,작물재배 종사자,노년,5.3,73
여성,1944,결혼,없슴,611,241.619016,대구/경북,77,작물재배 종사자,노년,6.5,129
남성,1941,결혼,없슴,611,241.619016,대구/경북,80,작물재배 종사자,노년,6.8,103
여성,1941,결혼,없슴,611,241.619016,대구/경북,80,작물재배 종사자,노년,6.5,87
남성,1939,결혼,없슴,611,241.619016,대구/경북,82,작물재배 종사자,노년,6,67
여성,1945,결혼,없슴,611,241.619016,대구/경북,76,작물재배 종사자,노년,8.4,68
남성,1947,결혼,있슴,611,241.619016,대구/경북,74,작물재배 종사자,노년,6,73
여성,1959,결혼,있슴,611,241.619016,대구/경북,62,작물재배 종사자,노년,7.6,70
남성,1964,결혼,없슴,611,241.619016,대구/경북,57,작물재배 종사자,중년,5.6,66
여성,1966,결혼,있슴,611,241.619016,대구/경북,55,작물재배 종사자,중년,6.9,100
남성,1948,무응답,있슴,611,241.619016,대구/경북,73,작물재배 종사자,노년,6.4,99
남성,1966,결혼,없슴,611,241.619016,대구/경북,55,작물재배 종사자,중년,5.1,117
여성,1962,결혼,없슴,611,241.619016,대구/경북,59,작물재배 종사자,중년,7,95
남성,1941,결혼,있슴,611,241.619016,대구/경북,80,작물재배 종사자,노년,5.7,98
여성,1943,결혼,있슴,611,241.619016,대구/경북,78,작물재배 종사자,노년,6.8,86
남성,1939,결혼,있슴,611,241.619016,대구/경북,82,작물재배 종사자,노년,6.7,137
여성,1950,결혼,있슴,611,241.619016,대구/경북,71,작물재배 종사자,노년,6.2,90
여성,1940,무응답,있슴,611,241.619016,대구/경북,81,작물재배 종사자,노년,7.2,89
남성,1947,결혼,있슴,611,241.619016,대구/경북,74,작물재배 종사자,노년,6.2,88
여성,1946,결혼,있슴,611,241.619016,대구/경북,75,작물재배 종사자,노년,5.6,117
여성,1941,결혼,있슴,611,241.619016,대구/경북,80,작물재배 종사자,노년,4.4,68
남성,1939,결혼,있슴,611,241.619016,대구/경북,82,작물재배 종사자,노년,7.5,79
여성,1942,결혼,있슴,611,241.619016,대구/경북,79,작물재배 종사자,노년,7.1,99
남성,1964,결혼,없슴,611,241.619016,대구/경북,57,작물재배 종사자,중년,6.4,110
여성,1970,결혼,없슴,611,241.619016,대구/경북,51,작물재배 종사자,중년,7.1,106
남성,1944,결혼,없슴,611,241.619016,대구/경북,77,작물재배 종사자,노년,5.9,100
여성,1954,결혼,있슴,611,241.619016,대구/경북,67,작물재배 종사자,노년,6.9,84
남성,1938,결혼,있슴,611,241.619016,대구/경북,83,작물재배 종사자,노년,7.5,112
여성,1940,결혼,있슴,611,241.619016,대구/경북,81,작물재배 종사자,노년,6.3,120
여성,1941,무응답,없슴,611,241.619016,대구/경북,80,작물재배 종사자,노년,6.4,93
남성,1942,결혼,없슴,611,241.619016,대구/경북,79,작물재배 종사자,노년,5.9,106
여성,1935,무응답,없슴,611,241.619016,대구/경북,86,작물재배 종사자,노년,6.8,80
남성,1943,결혼,있슴,611,241.619016,대구/경북,78,작물재배 종사자,노년,6.3,81
여성,1944,결혼,있슴,611,241.619016,대구/경북,77,작물재배 종사자,노년,3.6,105
남성,1937,결혼,없슴,611,241.619016,대구/경북,84,작물재배 종사자,노년,5.3,99
여성,1938,결혼,있슴,611,241.619016,대구/경북,83,작물재배 종사자,노년,5.9,99
남성,1947,결혼,있슴,611,241.619016,대구/경북,74,작물재배 종사자,노년,6.9,86
여성,1946,결혼,있슴,611,241.619016,대구/경북,75,작물재배 종사자,노년,6.9,80
남성,1976,무응답,있슴,611,241.619016,대구/경북,45,작물재배 종사자,중년,6.1,90
남성,1944,결혼,있슴,611,241.619016,대구/경북,77,작물재배 종사자,노년,5.7,101
여성,1948,결혼,있슴,611,241.619016,대구/경북,73,작물재배 종사자,노년,8.5,98
남성,1954,결혼,없슴,611,241.619016,대구/경북,67,작물재배 종사자,노년,6.3,83
남성,1950,결혼,있슴,611,241.619016,대구/경북,71,작물재배 종사자,노년,7.3,89
여성,1958,결혼,있슴,611,241.619016,대구/경북,63,작물재배 종사자,노년,6.3,91
여성,1983,무응답,있슴,611,241.619016,대구/경북,38,작물재배 종사자,중년,7.2,83
남성,1947,결혼,있슴,611,241.619016,대구/경북,74,작물재배 종사자,노년,7.3,86
여성,1950,결혼,있슴,611,241.619016,대구/경북,71,작물재배 종사자,노년,6.3,107
남성,1976,이혼,없슴,611,241.619016,대구/경북,45,작물재배 종사자,중년,8.1,70
남성,1959,결혼,있슴,611,241.619016,대구/경북,62,작물재배 종사자,노년,6.9,91
여성,1963,결혼,있슴,611,241.619016,대구/경북,58,작물재배 종사자,중년,6.3,59
남성,1935,결혼,없슴,611,241.619016,대구/경북,86,작물재배 종사자,노년,7.3,94
여성,1940,결혼,없슴,611,241.619016,대구/경북,81,작물재배 종사자,노년,6.1,90
남성,1962,무응답,없슴,611,241.619016,대구/경북,59,작물재배 종사자,중년,6.9,88
남성,1936,결혼,없슴,611,241.619016,대구/경북,85,작물재배 종사자,노년,7.2,90
남성,1936,결혼,있슴,611,241.619016,대구/경북,85,작물재배 종사자,노년,6.4,102
여성,1947,결혼,있슴,611,241.619016,대구/경북,74,작물재배 종사자,노년,6.4,103
남성,1945,결혼,없슴,611,241.619016,대구/경북,76,작물재배 종사자,노년,8.3,104
여성,1951,결혼,있슴,611,241.619016,대구/경북,70,작물재배 종사자,노년,7.2,103
여성,1939,결혼,있슴,611,241.619016,대구/경북,82,작물재배 종사자,노년,6.8,101
남성,1938,결혼,없슴,611,241.619016,대구/경북,83,작물재배 종사자,노년,6.5,93
여성,1946,결혼,없슴,611,241.619016,대구/경북,75,작물재배 종사자,노년,7.8,94
남성,1941,결혼,있슴,611,241.619016,대구/경북,80,작물재배 종사자,노년,7.6,92
여성,1946,결혼,있슴,611,241.619016,대구/경북,75,작물재배 종사자,노년,7.2,87
여성,1942,무응답,있슴,611,241.619016,대구/경북,79,작물재배 종사자,노년,6.7,83
여성,1937,결혼,있슴,611,241.619016,대구/경북,84,작물재배 종사자,노년,6.8,65
남성,1959,결혼,있슴,611,241.619016,부산/경남/울산,62,작물재배 종사자,노년,6.3,99
여성,1960,결혼,있슴,611,241.619016,부산/경남/울산,61,작물재배 종사자,노년,6.2,169
남성,1946,결혼,있슴,611,241.619016,광주/전남/전북/제주도,75,작물재배 종사자,노년,6.2,90
남성,1961,결혼,없슴,611,241.619016,부산/경남/울산,60,작물재배 종사자,노년,8.6,91
남성,1958,결혼,없슴,611,241.619016,부산/경남/울산,63,작물재배 종사자,노년,8,90
여성,1962,결혼,없슴,611,241.619016,부산/경남/울산,59,작물재배 종사자,중년,7,101
남성,1956,결혼,있슴,611,241.619016,부산/경남/울산,65,작물재배 종사자,노년,8,102
여성,1959,결혼,있슴,611,241.619016,부산/경남/울산,62,작물재배 종사자,노년,8.1,96
여성,1937,무응답,있슴,611,241.619016,부산/경남/울산,84,작물재배 종사자,노년,6.7,95
남성,1934,결혼,없슴,611,241.619016,부산/경남/울산,87,작물재배 종사자,노년,7.9,90
여성,1939,결혼,없슴,611,241.619016,부산/경남/울산,82,작물재배 종사자,노년,6.1,108
여성,1938,무응답,있슴,611,241.619016,부산/경남/울산,83,작물재배 종사자,노년,4.2,97
여성,1951,무응답,없슴,611,241.619016,부산/경남/울산,70,작물재배 종사자,노년,6.1,108
남성,1965,결혼,있슴,611,241.619016,부산/경남/울산,56,작물재배 종사자,중년,6.6,134
남성,1948,결혼,없슴,611,241.619016,부산/경남/울산,73,작물재배 종사자,노년,7.5,88
여성,1954,결혼,없슴,611,241.619016,부산/경남/울산,67,작물재배 종사자,노년,7.4,99
여성,1956,결혼,없슴,611,241.619016,부산/경남/울산,65,작물재배 종사자,노년,7.2,122
여성,1943,무응답,있슴,611,241.619016,부산/경남/울산,78,작물재배 종사자,노년,6.9,82
여성,1948,결혼,있슴,611,241.619016,부산/경남/울산,73,작물재배 종사자,노년,7.4,85
남성,1946,결혼,있슴,611,241.619016,부산/경남/울산,75,작물재배 종사자,노년,5.4,104
여성,1948,결혼,있슴,611,241.619016,부산/경남/울산,73,작물재배 종사자,노년,6.8,115
여성,1938,무응답,없슴,611,241.619016,부산/경남/울산,83,작물재배 종사자,노년,6.3,94
남성,1937,결혼,있슴,611,241.619016,부산/경남/울산,84,작물재배 종사자,노년,7.2,83
여성,1942,결혼,있슴,611,241.619016,부산/경남/울산,79,작물재배 종사자,노년,8.7,119
여성,1938,무응답,있슴,611,241.619016,부산/경남/울산,83,작물재배 종사자,노년,6.9,47
여성,1942,무응답,있슴,611,241.619016,부산/경남/울산,79,작물재배 종사자,노년,6,110
남성,1930,결혼,있슴,611,241.619016,부산/경남/울산,91,작물재배 종사자,노년,5.9,101
여성,1931,결혼,있슴,611,241.619016,부산/경남/울산,90,작물재배 종사자,노년,5.4,104
여성,1941,무응답,있슴,611,241.619016,부산/경남/울산,80,작물재배 종사자,노년,5.9,84
남성,1943,무응답,있슴,611,241.619016,부산/경남/울산,78,작물재배 종사자,노년,6.1,88
남성,1934,결혼,있슴,611,241.619016,부산/경남/울산,87,작물재배 종사자,노년,7.7,90
여성,1939,결혼,있슴,611,241.619016,부산/경남/울산,82,작물재배 종사자,노년,5.8,89
남성,1936,결혼,있슴,611,241.619016,부산/경남/울산,85,작물재배 종사자,노년,7.6,89
여성,1942,결혼,있슴,611,241.619016,부산/경남/울산,79,작물재배 종사자,노년,6.1,101
여성,1939,무응답,있슴,611,241.619016,부산/경남/울산,82,작물재배 종사자,노년,5.4,69
여성,1948,결혼,있슴,611,241.619016,부산/경남/울산,73,작물재배 종사자,노년,5.1,82
남성,1945,결혼,있슴,611,241.619016,부산/경남/울산,76,작물재배 종사자,노년,6.4,86
여성,1949,결혼,있슴,611,241.619016,부산/경남/울산,72,작물재배 종사자,노년,6.3,88
남성,1938,결혼,있슴,611,241.619016,부산/경남/울산,83,작물재배 종사자,노년,7.5,83
여성,1943,결혼,있슴,611,241.619016,부산/경남/울산,78,작물재배 종사자,노년,7.1,88
남성,1947,결혼,있슴,611,241.619016,부산/경남/울산,74,작물재배 종사자,노년,5.2,98
여성,1950,결혼,있슴,611,241.619016,부산/경남/울산,71,작물재배 종사자,노년,7.8,89
남성,1955,결혼,있슴,611,241.619016,부산/경남/울산,66,작물재배 종사자,노년,6.5,125
남성,1940,결혼,있슴,611,241.619016,부산/경남/울산,81,작물재배 종사자,노년,6.6,78
남성,1932,결혼,있슴,611,241.619016,부산/경남/울산,89,작물재배 종사자,노년,5.1,92
여성,1941,결혼,있슴,611,241.619016,부산/경남/울산,80,작물재배 종사자,노년,7.4,85
여성,1945,무응답,있슴,611,241.619016,부산/경남/울산,76,작물재배 종사자,노년,7.2,72
남성,1962,결혼,있슴,611,241.619016,부산/경남/울산,59,작물재배 종사자,중년,7.6,96
여성,1964,결혼,있슴,611,241.619016,부산/경남/울산,57,작물재배 종사자,중년,7.5,94
여성,1942,무응답,있슴,611,241.619016,부산/경남/울산,79,작물재배 종사자,노년,6.6,92
남성,1948,결혼,있슴,611,241.619016,부산/경남/울산,73,작물재배 종사자,노년,7.2,99
여성,1948,결혼,있슴,611,241.619016,부산/경남/울산,73,작물재배 종사자,노년,7.6,89
남성,1939,결혼,있슴,611,241.619016,부산/경남/울산,82,작물재배 종사자,노년,6.2,85
여성,1956,결혼,있슴,611,241.619016,부산/경남/울산,65,작물재배 종사자,노년,5.6,90
남성,1937,무응답,없슴,611,241.619016,부산/경남/울산,84,작물재배 종사자,노년,7.6,100
남성,1938,결혼,없슴,611,241.619016,부산/경남/울산,83,작물재배 종사자,노년,6.6,97
남성,1952,결혼,있슴,611,241.619016,부산/경남/울산,69,작물재배 종사자,노년,7,70
여성,1952,결혼,있슴,611,241.619016,부산/경남/울산,69,작물재배 종사자,노년,2.7,80
여성,1955,무응답,있슴,611,241.619016,부산/경남/울산,66,작물재배 종사자,노년,7.6,75
남성,1978,결혼,있슴,611,241.619016,부산/경남/울산,43,작물재배 종사자,중년,6.6,110
남성,1951,결혼,있슴,611,241.619016,부산/경남/울산,70,작물재배 종사자,노년,6.9,60
여성,1954,결혼,있슴,611,241.619016,부산/경남/울산,67,작물재배 종사자,노년,6.8,87
남성,1939,결혼,있슴,611,241.619016,부산/경남/울산,82,작물재배 종사자,노년,7.5,91
여성,1942,결혼,있슴,611,241.619016,부산/경남/울산,79,작물재배 종사자,노년,3.7,125
남성,1935,결혼,있슴,611,241.619016,부산/경남/울산,86,작물재배 종사자,노년,6.1,70
여성,1947,결혼,있슴,611,241.619016,부산/경남/울산,74,작물재배 종사자,노년,5.9,104
남성,1942,결혼,있슴,611,241.619016,부산/경남/울산,79,작물재배 종사자,노년,6.7,98
여성,1943,결혼,있슴,611,241.619016,부산/경남/울산,78,작물재배 종사자,노년,8.5,92
남성,1940,결혼,없슴,611,241.619016,부산/경남/울산,81,작물재배 종사자,노년,6.9,102
남성,1941,결혼,있슴,611,241.619016,부산/경남/울산,80,작물재배 종사자,노년,5.5,83
여성,1946,결혼,있슴,611,241.619016,부산/경남/울산,75,작물재배 종사자,노년,7.1,103
여성,1951,무응답,없슴,611,241.619016,부산/경남/울산,70,작물재배 종사자,노년,7.1,77
남성,1935,결혼,없슴,611,241.619016,부산/경남/울산,86,작물재배 종사자,노년,5.9,85
여성,1937,결혼,없슴,611,241.619016,부산/경남/울산,84,작물재배 종사자,노년,7.3,94
여성,1937,무응답,없슴,611,241.619016,부산/경남/울산,84,작물재배 종사자,노년,3.4,56
남성,1965,결혼,없슴,611,241.619016,부산/경남/울산,56,작물재배 종사자,중년,6.8,90
여성,1967,결혼,없슴,611,241.619016,부산/경남/울산,54,작물재배 종사자,중년,6.9,91
여성,1939,무응답,있슴,611,241.619016,부산/경남/울산,82,작물재배 종사자,노년,7,94
남성,1953,결혼,있슴,611,241.619016,부산/경남/울산,68,작물재배 종사자,노년,5.5,89
여성,1958,결혼,있슴,611,241.619016,부산/경남/울산,63,작물재배 종사자,노년,5.1,103
여성,1954,무응답,있슴,611,241.619016,부산/경남/울산,67,작물재배 종사자,노년,6.2,105
남성,1979,결혼,있슴,611,241.619016,부산/경남/울산,42,작물재배 종사자,중년,5.9,99
여성,1949,결혼,있슴,611,241.619016,부산/경남/울산,72,작물재배 종사자,노년,5.2,81
여성,1940,무응답,있슴,611,241.619016,부산/경남/울산,81,작물재배 종사자,노년,6.2,100
여성,1936,무응답,있슴,611,241.619016,부산/경남/울산,85,작물재배 종사자,노년,5.5,94
